data/legend/house/00001_.png,房_房屋结构_立体的房子；房_门_门上有把手；房_窗户_“十”字形的窗户；房_房屋结构_单层房子；房_烟囱_没有烟囱；房_房屋视角远近_近处的房子；房_墙壁_长方形整齐墙面；房_房屋大小_过大的房子(画面占纸张的2/3以上)；房_房屋视角远近_房子右侧面
data/legend/house/00002_.png,房_房屋结构_立体的房子；房_房屋视角远近_近处的房子；房_房屋结构_单层房子；房_烟囱_没有烟囱；房_屋顶_屋顶瓦片描绘细致；房_门_没有门把手；房_房屋大小_过大的房子(画面占纸张的2/3以上)；房_墙壁_长方形整齐墙面；房_房屋视角远近_房子左侧面；房_窗户_“十”字形的窗户
data/legend/house/00003_.png,房_墙壁_墙面或屋顶的阴影；房_门_门上有把手；房_屋顶_屋顶较小；房_房屋视角远近_房子左侧面；房_房屋大小_过大的房子(画面占纸张的2/3以上)；房_房屋视角远近_近处的房子；房_房屋结构_单层房子；房_屋顶_屋顶天窗；房_烟囱_烟囱竖着冒烟；房_屋顶_屋顶涂黑或有阴影；房_房屋附属物_栅栏；房_墙壁_左侧墙壁阴影；房_门_对开门/双开门/两个门；房_房屋结构_立体的房子；房_墙壁_长方形整齐墙面
data/legend/house/00004_.png,房_窗户_“十”字形的窗户；房_门_非常小的门低矮而宽的门/门相对于房子显得很小；房_墙壁_绘制墙壁详细；房_窗户_小的窗子；房_墙壁_长方形整齐墙面；房_门_门上有把手；房_房屋大小_过大的房子(画面占纸张的2/3以上)；房_房屋视角远近_房子右侧面；房_烟囱_烟囱竖着冒烟；房_房屋结构_立体的房子；房_房屋视角远近_近处的房子；房_房屋结构_单层房子；房_房屋结构_砖房
data/legend/house/00005_.png,房_门_对开门/双开门/两个门；房_房屋视角远近_房子右侧面；房_房屋视角远近_远处的房子；房_墙壁_长方形整齐墙面；房_房屋结构_立体的房子；房_窗户_方块窗户；房_房屋结构_单层房子；房_门_没有门把手；房_房屋大小_大小适中的房子(画面占纸张的1/4到1/3)
data/legend/house/00006_.png,房_窗户_“十”字形的窗户；房_房屋结构_立体的房子；房_房屋视角远近_近处的房子；房_门_门上有把手；房_房屋大小_过大的房子(画面占纸张的2/3以上)；房_房屋视角远近_房子右侧面；房_房屋结构_单层房子；房_墙壁_长方形整齐墙面
data/legend/house/00007_.png,房_烟囱_没有烟囱；房_门_非常小的门低矮而宽的门/门相对于房子显得很小；房_房屋大小_过小的房子(小于纸张的1/9)；房_屋顶_屋顶较小；房_墙壁_长方形整齐墙面；房_房屋视角远近_远处的房子；房_门_没有门把手；房_窗户_方块窗户；房_房屋结构_立体的房子；房_房屋视角远近_房子右侧面；房_房屋结构_单层房子
data/legend/house/00008_.png,房_门_门上有把手；房_房屋结构_单层房子；房_屋顶_屋顶两侧低垂包裹；房_房屋大小_过大的房子(画面占纸张的2/3以上)；房_房屋结构_单面的房子；房_窗户_“十”字形的窗户；房_房屋视角远近_近处的房子；房_墙壁_长方形整齐墙面
data/legend/house/00009_.png,房_窗户_“十”字形的窗户；房_房屋大小_过大的房子(画面占纸张的2/3以上)；房_墙壁_长方形整齐墙面；房_房屋结构_单面的房子；房_门_门上有把手；房_烟囱_无法排烟的烟囱；房_房屋视角远近_近处的房子；房_房屋结构_两层楼/多层房子
data/legend/house/00010_.png,房_房屋结构_两层楼/多层房子；房_窗户_“十”字形的窗户；房_房屋视角远近_房子左侧面；房_墙壁_绘制墙壁详细；房_房屋视角远近_近处的房子；房_门_没有门把手；房_墙壁_长方形整齐墙面；房_房屋结构_立体的房子；房_房屋大小_过大的房子(画面占纸张的2/3以上)；房_房屋结构_砖房
